Name: 
Type: Graph
Number of nodes: 20
Number of edges: 29
Average degree:   2.9000
False
Ustalony przeplyw danych

Network #1
96.0;4.0;0.0;0.0
98.0;2.0;0.0;0.0
99.0;1.0;0.0;0.0
99.0;1.0;0.0;0.0
99.0;1.0;0.0;0.0
99.0;1.0;0.0;0.0
99.0;1.0;0.0;0.0
98.0;2.0;0.0;0.0
99.0;1.0;0.0;0.0
98.0;2.0;0.0;0.0
99.0;1.0;0.0;0.0
97.0;3.0;0.0;0.0
99.0;1.0;0.0;0.0
100.0;0.0;0.0;0.0
98.0;2.0;0.0;0.0
98.0;2.0;0.0;0.0
99.0;1.0;0.0;0.0
100.0;0.0;0.0;0.0
97.0;3.0;0.0;0.0
100.0;0.0;0.0;0.0
99.0;1.0;0.0;0.0
100.0;0.0;0.0;0.0
94.0;6.0;0.0;0.0
100.0;0.0;0.0;0.0
99.0;1.0;0.0;0.0
97.0;3.0;0.0;0.0
100.0;0.0;0.0;0.0
96.0;4.0;0.0;0.0
100.0;0.0;0.0;0.0
97.0;3.0;0.0;0.0
98.0;2.0;0.0;0.0
99.0;1.0;0.0;0.0
98.0;2.0;0.0;0.0
99.0;1.0;0.0;0.0
97.0;3.0;0.0;0.0
95.0;5.0;0.0;0.0
97.0;3.0;0.0;0.0
98.0;2.0;0.0;0.0
99.0;1.0;0.0;0.0
98.0;2.0;0.0;0.0
98.0;2.0;0.0;0.0
99.0;1.0;0.0;0.0
100.0;0.0;0.0;0.0
99.0;1.0;0.0;0.0
100.0;0.0;0.0;0.0
100.0;0.0;0.0;0.0
97.0;3.0;0.0;0.0
96.0;4.0;0.0;0.0
100.0;0.0;0.0;0.0
99.0;1.0;0.0;0.0
98.0;2.0;0.0;0.0
97.0;3.0;0.0;0.0
99.0;1.0;0.0;0.0
98.0;2.0;0.0;0.0
100.0;0.0;0.0;0.0
99.0;1.0;0.0;0.0
99.0;1.0;0.0;0.0
97.0;3.0;0.0;0.0
98.0;2.0;0.0;0.0
98.0;2.0;0.0;0.0
100.0;0.0;0.0;0.0
97.0;3.0;0.0;0.0
99.0;1.0;0.0;0.0
99.0;1.0;0.0;0.0
99.0;1.0;0.0;0.0
99.0;1.0;0.0;0.0
98.0;2.0;0.0;0.0
98.0;2.0;0.0;0.0
99.0;1.0;0.0;0.0
98.0;2.0;0.0;0.0
98.0;2.0;0.0;0.0
97.0;3.0;0.0;0.0
98.0;2.0;0.0;0.0
98.0;2.0;0.0;0.0
100.0;0.0;0.0;0.0
99.0;1.0;0.0;0.0
96.0;4.0;0.0;0.0
99.0;1.0;0.0;0.0
99.0;1.0;0.0;0.0
99.0;1.0;0.0;0.0
98.0;2.0;0.0;0.0
99.0;1.0;0.0;0.0
98.0;2.0;0.0;0.0
100.0;0.0;0.0;0.0
97.0;3.0;0.0;0.0
98.0;2.0;0.0;0.0
98.0;2.0;0.0;0.0
97.0;3.0;0.0;0.0
98.0;2.0;0.0;0.0
95.0;5.0;0.0;0.0
99.0;1.0;0.0;0.0
98.0;2.0;0.0;0.0
95.0;5.0;0.0;0.0
99.0;1.0;0.0;0.0
99.0;1.0;0.0;0.0
97.0;3.0;0.0;0.0
98.0;2.0;0.0;0.0
98.0;2.0;0.0;0.0
98.0;2.0;0.0;0.0
99.0;1.0;0.0;0.0



Zwiekszane natezenie

Network #2
67.0;1.0;29.0;3.0
77.0;1.0;22.0;0.0
82.0;2.0;16.0;0.0
73.0;5.0;22.0;0.0
80.0;3.0;17.0;0.0
71.0;1.0;28.0;0.0
78.0;0.0;22.0;0.0
75.0;2.0;23.0;0.0
74.0;2.0;24.0;0.0
69.0;3.0;28.0;0.0
73.0;3.0;24.0;0.0
71.0;0.0;29.0;0.0
71.0;3.0;26.0;0.0
72.0;0.0;28.0;0.0
56.0;2.0;42.0;0.0
74.0;0.0;26.0;0.0
63.0;3.0;34.0;0.0
67.0;1.0;32.0;0.0
70.0;1.0;29.0;0.0
60.0;1.0;39.0;0.0
69.0;0.0;29.0;2.0
61.0;2.0;37.0;0.0
63.0;4.0;33.0;0.0
66.0;1.0;32.0;1.0
61.0;1.0;38.0;0.0
63.0;2.0;34.0;1.0
70.0;2.0;28.0;0.0
62.0;4.0;34.0;0.0
62.0;1.0;37.0;0.0
56.0;1.0;43.0;0.0
60.0;1.0;39.0;0.0
58.0;2.0;40.0;0.0
69.0;1.0;29.0;1.0
51.0;2.0;47.0;0.0
61.0;1.0;38.0;0.0
60.0;2.0;38.0;0.0
61.0;2.0;37.0;0.0
54.0;3.0;43.0;0.0
57.0;3.0;40.0;0.0
58.0;1.0;41.0;0.0
53.0;4.0;43.0;0.0
60.0;1.0;39.0;0.0
55.0;5.0;40.0;0.0
51.0;1.0;48.0;0.0
52.0;1.0;47.0;0.0
53.0;0.0;47.0;0.0
51.0;0.0;41.0;8.0
48.0;2.0;50.0;0.0
33.0;0.0;67.0;0.0
36.0;4.0;60.0;0.0
47.0;0.0;53.0;0.0
17.0;2.0;81.0;0.0
10.0;1.0;89.0;0.0
15.0;1.0;84.0;0.0
7.0;3.0;87.0;3.0
12.0;1.0;87.0;0.0
10.0;0.0;90.0;0.0
7.0;3.0;89.0;1.0
8.0;2.0;90.0;0.0
4.0;4.0;92.0;0.0
8.0;4.0;88.0;0.0
10.0;3.0;87.0;0.0
6.0;2.0;92.0;0.0
7.0;1.0;92.0;0.0
9.0;3.0;88.0;0.0
6.0;3.0;91.0;0.0
12.0;1.0;87.0;0.0
9.0;0.0;91.0;0.0
3.0;0.0;97.0;0.0
3.0;2.0;95.0;0.0
0.0;5.0;95.0;0.0
3.0;1.0;96.0;0.0
5.0;3.0;92.0;0.0
1.0;0.0;99.0;0.0
3.0;3.0;94.0;0.0
0.0;1.0;99.0;0.0
3.0;1.0;96.0;0.0
4.0;3.0;93.0;0.0
3.0;1.0;96.0;0.0
2.0;3.0;95.0;0.0
1.0;4.0;95.0;0.0
0.0;3.0;97.0;0.0
1.0;3.0;96.0;0.0
0.0;3.0;97.0;0.0
0.0;1.0;99.0;0.0
1.0;0.0;99.0;0.0
0.0;4.0;96.0;0.0
0.0;1.0;99.0;0.0
0.0;2.0;98.0;0.0
0.0;2.0;98.0;0.0
0.0;3.0;97.0;0.0
0.0;2.0;98.0;0.0
0.0;2.0;98.0;0.0
0.0;1.0;99.0;0.0
0.0;1.0;99.0;0.0
0.0;2.0;98.0;0.0
0.0;3.0;97.0;0.0
0.0;4.0;96.0;0.0
0.0;1.0;99.0;0.0
0.0;2.0;98.0;0.0

Zwiekszane przepustowosc

Network #3
84.0;3.0;11.0;2.0
76.0;4.0;20.0;0.0
91.0;0.0;9.0;0.0
83.0;1.0;16.0;0.0
86.0;5.0;9.0;0.0
86.0;4.0;10.0;0.0
92.0;1.0;7.0;0.0
93.0;2.0;5.0;0.0
92.0;2.0;6.0;0.0
86.0;1.0;13.0;0.0
87.0;2.0;11.0;0.0
89.0;1.0;10.0;0.0
90.0;0.0;10.0;0.0
88.0;3.0;9.0;0.0
89.0;2.0;9.0;0.0
90.0;3.0;7.0;0.0
87.0;0.0;13.0;0.0
90.0;1.0;9.0;0.0
93.0;1.0;6.0;0.0
90.0;2.0;8.0;0.0
94.0;1.0;5.0;0.0
87.0;3.0;10.0;0.0
92.0;3.0;5.0;0.0
91.0;3.0;6.0;0.0
92.0;2.0;6.0;0.0
93.0;4.0;3.0;0.0
87.0;4.0;9.0;0.0
93.0;2.0;5.0;0.0
94.0;1.0;5.0;0.0
97.0;0.0;3.0;0.0
98.0;0.0;2.0;0.0
96.0;0.0;4.0;0.0
95.0;1.0;4.0;0.0
96.0;1.0;3.0;0.0
99.0;1.0;0.0;0.0
97.0;2.0;1.0;0.0
96.0;4.0;0.0;0.0
96.0;2.0;2.0;0.0
91.0;3.0;6.0;0.0
95.0;2.0;3.0;0.0
99.0;0.0;1.0;0.0
94.0;4.0;2.0;0.0
96.0;3.0;1.0;0.0
95.0;3.0;1.0;1.0
94.0;3.0;3.0;0.0
95.0;3.0;2.0;0.0
96.0;0.0;4.0;0.0
100.0;0.0;0.0;0.0
